Unnamed: 0,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool
8345,7110 La Louviere,Apartment,179900,2.0,106.0,Installed,0.0,0.0,1.0,40.0,0.0,5.0,106.0,201.0,2.0, As new,0.0
8346,8370 Blankenberge,Apartment,179900,2.0,66.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,66.0,201.0,2.0,Good,0.0
8347,8560 Wevelgem,Apartment,179900,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, As new,0.0
8348,3900 Pelt,Apartment,179999,2.0,177.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,177.0,201.0,1.0,Good,0.0
8349,6700 Arlon,Apartment,180000,1.0,57.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,57.0,201.0,4.0,Good,0.0
8350,1800 Vilvoorde,Apartment,180000,1.0,60.0,USA hyper equipped,0.0,0.0,0.0,10.0,0.0,5.0,60.0,201.0,1.0, Just renovated,0.0
8351,1830 Machelen,Apartment,180000,1.0,60.0,USA hyper equipped,0.0,0.0,0.0,10.0,0.0,5.0,60.0,201.0,1.0, Just renovated,0.0
8352,8500 Kortrijk,Apartment,180000,2.0,90.0,Hyper equipped,0.0,0.0,0.0,10.0,0.0,5.0,90.0,201.0,1.0, As new,0.0
8353,1030 Schaerbeek,Apartment,180000,1.0,45.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,45.0,201.0,2.0, Good,0.0
8354,7060 Soignies,Apartment,180000,2.0,80.0,Installed,0.0,0.0,1.0,3.0,1.0,600.0,80.0,201.0,1.0, Good,0.0
8355,1080 Molenbeek-Saint-Jean,Apartment,180000,2.0,80.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,80.0,201.0,2.0, To renovate,0.0
8356,4540 Amay,Apartment,180000,2.0,96.0,Installed,0.0,0.0,1.0,14.0,0.0,5.0,96.0,201.0,1.0,Good,0.0
8357,3300 Tienen,Apartment,180000,2.0,80.0,Installed,0.0,0.0,1.0,4.0,0.0,5.0,80.0,201.0,2.0, To be done up,0.0
8358,4100 Seraing,Apartment,180000,2.0,85.0,Not installed,0.0,0.0,1.0,10.0,0.0,5.0,85.0,201.0,4.0,Good,0.0
8359,5500 Dinant,Apartment,180000,2.0,107.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,107.0,201.0,1.0, To renovate,0.0
8360,6031 Monceau-sur-Sambre,Apartment,180000,2.0,91.0,Hyper equipped,0.0,0.0,0.0,10.0,0.0,5.0,91.0,201.0,4.0, As new,0.0
8361,1620 Drogenbos,Apartment,180000,1.0,65.0,Not installed,0.0,0.0,1.0,7.0,1.0,92.0,65.0,201.0,2.0, To renovate,0.0
8362,1620 Drogenbos,Apartment,180000,1.0,65.0,Semi equipped,0.0,0.0,1.0,7.0,1.0,92.0,65.0,201.0,2.0, To renovate,0.0
8363,8830 Hooglede,Apartment,180000,2.0,88.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,88.0,201.0,1.0, As new,0.0
8364,4032 Lige Chne,Apartment,180000,2.0,75.0,Installed,1.0,0.0,1.0,10.0,0.0,5.0,75.0,201.0,2.0, Just renovated,0.0
8365,6031 Monceau-sur-Sambre,Apartment,180000,2.0,92.0,Hyper equipped,0.0,0.0,0.0,10.0,0.0,5.0,92.0,201.0,4.0, As new,0.0
8366,4020 Lige 2,Apartment,180000,1.0,201.0,Installed,0.0,0.0,1.0,4.0,0.0,5.0,201.0,201.0,2.0, As new,0.0
8367,6000 Charleroi,Apartment,180000,2.0,83.0,Installed,0.0,0.0,1.0,1.0,0.0,5.0,83.0,201.0,2.0, As new,0.0
8368,8570 VICHTE,Apartment,180000,2.0,72.0,Installed,0.0,0.0,1.0,10.0,0.0,5.0,72.0,201.0,1.0,Good,0.0
8369,9060 Zelzate,Apartment,180000,2.0,85.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,85.0,201.0,2.0, Good,0.0
8370,1070 Anderlecht,Apartment,180000,1.0,45.0,Installed,0.0,0.0,1.0,3.0,1.0,50.0,45.0,201.0,2.0, As new,0.0
8371,1180 Uccle,Apartment,180000,2.0,160.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,160.0,201.0,1.0,Good,0.0
8372,2018 Antwerp,Apartment,180000,1.0,74.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,74.0,201.0,1.0,Good,0.0
8373,1650 Beersel,Apartment,180000,2.0,70.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,70.0,201.0,1.0, To be done up,0.0
8374,1651 Lot,Apartment,180000,2.0,70.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,70.0,201.0,1.0, To be done up,0.0
8375,1080 Sint-Jans-Molenbeek,Apartment,180000,1.0,74.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,74.0,201.0,1.0,Good,0.0
8376,8800 Roeselare,Apartment,180000,2.0,88.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,88.0,201.0,1.0, As new,0.0
8377,4800 Verviers,Apartment,180000,6.0,110.0,USA installed,0.0,0.0,1.0,10.0,0.0,5.0,110.0,201.0,3.0, Just renovated,0.0
8378,1410 Waterloo,Apartment,180000,1.0,54.0,Semi equipped,0.0,0.0,1.0,15.0,0.0,5.0,54.0,201.0,4.0, Good,0.0
8379,8800 Roeselare,Apartment,180000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
8380,2018 Antwerp,Apartment,180000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,3.0,Good,0.0
8381,7000 Mons,Apartment,180000,2.0,80.0,Installed,0.0,0.0,1.0,10.0,0.0,5.0,80.0,201.0,3.0, Good,0.0
8382,3360 Korbeek-Lo,Apartment,180000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
8383,8530 Harelbeke,Apartment,180000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
8384,2200 Herentals,Apartment,180000,4.0,130.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,130.0,201.0,2.0, Good,0.0
8385,4700 Eupen,Apartment,180000,2.0,80.0,Hyper equipped,0.0,0.0,0.0,10.0,0.0,5.0,80.0,201.0,1.0, Good,0.0
8386,2850 Boom,Apartment,180000,2.0,75.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,75.0,201.0,2.0, Just renovated,0.0
8387,8870 Izegem,Apartment,180000,2.0,132.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,132.0,201.0,4.0, Good,0.0
8388,1480 Tubize,Apartment,180000,2.0,90.0,Installed,0.0,0.0,1.0,3.0,0.0,5.0,90.0,201.0,3.0, Good,0.0
8389,1050 Ixelles,Apartment,180000,1.0,60.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,60.0,201.0,2.0, Just renovated,0.0
8390,1030 Schaerbeek,Apartment,180000,1.0,201.0,Hyper equipped,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, To be done up,0.0
8391,2060 Antwerpen 6,Apartment,180000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
8392,2180 Antwerpen,Apartment,180000,1.0,72.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,72.0,201.0,2.0, Good,0.0
8393,5000 Namur,Apartment,180000,3.0,107.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,107.0,201.0,1.0, Good,0.0
8394,3530 Houthalen-Helchteren,Apartment,180000,4.0,64.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,64.0,201.0,3.0, Just renovated,0.0
8395,4000 Liege,Apartment,180000,2.0,98.0,USA semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,98.0,201.0,2.0, Good,0.0
8396,6010 Charleroi Couillet,Apartment,180000,2.0,100.0,USA hyper equipped,0.0,0.0,1.0,5.0,1.0,2500.0,100.0,201.0,4.0, As new,0.0
8397,6700 Arlon,Apartment,180000,2.0,82.0,USA semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,82.0,201.0,2.0, Good,0.0
8398,7300 Boussu,Apartment,180000,2.0,118.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,118.0,201.0,2.0, As new,0.0
8399,1082 Berchem-Sainte-Agathe,Apartment,180000,1.0,201.0,Installed,0.0,0.0,1.0,7.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
8400,1080 Molenbeek-Saint-Jean,Apartment,180000,2.0,90.0,Installed,0.0,0.0,1.0,2.0,0.0,5.0,90.0,201.0,2.0, To be done up,0.0
8401,6660 Houffalize,Apartment,180000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,3.0, As new,0.0
8402,4430 Ans,Apartment,180000,3.0,102.0,Installed,0.0,0.0,1.0,11.0,0.0,5.0,102.0,201.0,2.0,Good,0.0
8403,4608 Warsage La Heydt,Apartment,180000,2.0,75.0,USA installed,0.0,0.0,0.0,10.0,0.0,5.0,75.0,201.0,2.0, As new,0.0
8404,1080 Molenbeek Saint Jean,Apartment,180000,2.0,84.0,Installed,0.0,0.0,1.0,4.0,0.0,5.0,84.0,201.0,2.0,Good,0.0
8405,3990 Peer,Apartment,180000,3.0,118.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,118.0,201.0,3.0, Good,0.0
8406,2180 Ekeren,Apartment,180000,3.0,115.0,Semi equipped,0.0,0.0,1.0,20.0,0.0,5.0,115.0,201.0,1.0, To be done up,0.0
8407,8500 Kortrijk,Apartment,180000,2.0,81.0,Installed,0.0,0.0,1.0,4.0,0.0,5.0,81.0,201.0,3.0, Good,0.0
8408,5020 Flawinne Namur,Apartment,180000,1.0,68.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,68.0,201.0,4.0,Good,0.0
8409,4300 Waremme,Apartment,180000,3.0,100.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,100.0,201.0,1.0, To be done up,0.0
8410,9450 Haaltert Denderhoutem,Apartment,180000,1.0,60.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,60.0,201.0,1.0, Good,0.0
8411,1080 Molenbeek-St-Jean,Apartment,180000,2.0,201.0,Not installed,0.0,0.0,1.0,5.0,0.0,5.0,201.0,201.0,2.0, To be done up,0.0
8412,8434 Westende,Apartment,180000,2.0,70.0,Installed,1.0,0.0,0.0,10.0,0.0,5.0,70.0,201.0,1.0, As new,0.0
8413,7500 Tournai,Apartment,180000,2.0,90.0,Not installed,0.0,0.0,1.0,9.0,0.0,5.0,90.0,201.0,1.0, Good,0.0
8414,1090 Jette,Apartment,180000,1.0,201.0,Hyper equipped,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,4.0, Good,0.0
8415,5100 Jambes,Apartment,180000,3.0,95.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,95.0,201.0,1.0, To be done up,0.0
8416,8790 Waregem,Apartment,180000,1.0,58.0,Installed,0.0,0.0,1.0,6.0,0.0,5.0,58.0,201.0,2.0,Good,0.0
8417,2150 Borsbeek,Apartment,180000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, Good,0.0
8418,8660 De Panne,Apartment,180000,1.0,50.0,Hyper equipped,0.0,0.0,1.0,40.0,0.0,5.0,50.0,201.0,4.0, Good,0.0
8419,7000 Mons,Apartment,180000,3.0,140.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,140.0,201.0,1.0, To renovate,0.0
8420,2440 Geel,Apartment,180000,3.0,201.0,Installed,0.0,0.0,1.0,6.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
8421,2070 Zwijndrecht,Apartment,180000,1.0,120.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,120.0,201.0,1.0,Good,0.0
8422,2100 Deurne,Apartment,180000,2.0,100.0,Installed,0.0,0.0,1.0,7.0,0.0,5.0,100.0,201.0,1.0,Good,0.0
8423,9450 Denderhoutem,Apartment,180000,2.0,99.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,99.0,201.0,1.0,Good,0.0
8424,1070 Anderlecht,Apartment,180000,2.0,73.0,Semi equipped,0.0,0.0,1.0,5.0,0.0,5.0,73.0,201.0,1.0, Good,0.0
8425,2050 Antwerp,Apartment,180000,2.0,89.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,89.0,201.0,2.0, Good,0.0
8426,8434 Westende,Apartment,180000,2.0,62.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,62.0,201.0,1.0,Good,0.0
8427,1731 Zellik,Apartment,180000,1.0,58.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,58.0,201.0,1.0, As new,0.0
8428,8530 Harelbeke,Apartment,180000,2.0,88.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,88.0,201.0,1.0,Good,0.0
8429,8370 Blankenberge,Apartment,180000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, To be done up,0.0
8430,3290 Diest,Apartment,180000,3.0,126.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,126.0,201.0,2.0,Good,0.0
8431,8400 Oostende,Apartment,180000,2.0,74.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,74.0,201.0,1.0,Good,0.0
8432,7090 Braine-le-Comte,Apartment,180000,1.0,225.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,225.0,201.0,1.0,Good,0.0
8433,8930 Menen,Apartment,180000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
8434,8370 Blankenberge,Apartment,180000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
8435,3670 Oudsbergen,Apartment,180209,1.0,71.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,71.0,201.0,1.0,Good,0.0
8436,6032 Mont-sur-Marchienne,Apartment,180500,2.0,81.0,Hyper equipped,0.0,0.0,1.0,5.0,0.0,5.0,81.0,201.0,1.0, As new,0.0
8437,6860 LGLISE,Apartment,180600,1.0,201.0,Installed,0.0,0.0,1.0,20.0,0.0,5.0,201.0,201.0,4.0, Just renovated,0.0
8438,8800 Roeselare,Apartment,180900,1.0,68.0,Hyper equipped,0.0,0.0,0.0,10.0,0.0,5.0,68.0,201.0,1.0,Good,0.0
8439,7000 Mons,Apartment,181000,2.0,201.0,Hyper equipped,0.0,0.0,1.0,8.0,0.0,5.0,201.0,201.0,3.0, As new,0.0
8440,2200 Herentals,Apartment,181000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, As new,0.0
8441,6032 Mont-sur-Marchienne,Apartment,181000,2.0,82.0,Hyper equipped,0.0,0.0,1.0,6.0,0.0,5.0,82.0,201.0,1.0, As new,0.0
8442,9570 Sint-Maria-Lierde,Apartment,181000,2.0,65.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,65.0,201.0,1.0,Good,0.0
8443,8770 Ingelmunster,Apartment,181000,1.0,72.0,Installed,0.0,0.0,1.0,8.0,0.0,5.0,72.0,201.0,2.0,Good,0.0
8444,8770 Ingelmunster,Apartment,181000,1.0,74.0,Installed,0.0,0.0,1.0,11.0,0.0,5.0,74.0,201.0,2.0,Good,0.0
8445,8840 Staden,Apartment,181500,2.0,66.0,Installed,0.0,0.0,1.0,8.0,0.0,5.0,66.0,201.0,4.0, Good,0.0
8446,9700 Oudenaarde,Apartment,181500,1.0,60.0,Hyper equipped,0.0,0.0,0.0,10.0,1.0,23.0,60.0,201.0,1.0, As new,0.0
8447,3390 Tielt-Winge,Apartment,181616,1.0,66.0,Installed,0.0,0.0,1.0,18.0,0.0,5.0,66.0,201.0,4.0,Good,0.0
8448,7170 Manage,Apartment,181648,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, Just renovated,0.0
8449,7170 Fayt-lez-Manage,Apartment,181648,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
8450,9971 Lembeke,Apartment,181706,2.0,65.0,Installed,0.0,0.0,1.0,9.0,0.0,5.0,65.0,201.0,1.0, As new,0.0
8451,7000 Mons,Apartment,181927,2.0,73.0,Installed,0.0,0.0,1.0,5.0,0.0,5.0,73.0,201.0,2.0, As new,0.0
8452,4041 Vottem,Apartment,181990,1.0,70.0,USA installed,0.0,0.0,1.0,10.0,1.0,80.0,70.0,201.0,2.0, As new,0.0
8453,2060 Antwerp,Apartment,182000,2.0,70.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,70.0,201.0,2.0, Just renovated,0.0
8454,3600 Genk,Apartment,182000,2.0,91.0,Installed,0.0,0.0,1.0,8.0,0.0,5.0,91.0,201.0,2.0, Just renovated,0.0
8455,2260 Westerlo,Apartment,182000,2.0,90.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,90.0,201.0,3.0, Good,0.0
8456,1070 Anderlecht,Apartment,182000,1.0,201.0,USA installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
8457,3290 Diest,Apartment,182000,1.0,60.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,60.0,201.0,2.0,Good,0.0
8458,3600 Genk,Apartment,182000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, As new,0.0
8459,9920 Lovendegem,Apartment,182280,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, As new,0.0
8460,3500 Hasselt,Apartment,182500,2.0,85.0,Installed,0.0,0.0,1.0,16.0,0.0,5.0,85.0,201.0,1.0,Good,0.0
8461,5640 Mettet,Apartment,182500,2.0,201.0,Installed,0.0,0.0,1.0,55.0,1.0,300.0,201.0,201.0,1.0, As new,0.0
8462,8400 Oostende,Apartment,182500,1.0,53.0,Installed,0.0,0.0,1.0,8.0,0.0,5.0,53.0,201.0,2.0, Good,0.0
8463,2100 Deurne,Apartment,182500,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
8464,3630 Maasmechelen,Apartment,182500,1.0,68.0,Installed,0.0,0.0,1.0,26.0,0.0,5.0,68.0,201.0,1.0, As new,0.0
8465,4052 Beaufays,Apartment,182774,1.0,50.0,Installed,0.0,0.0,1.0,6.0,0.0,5.0,50.0,201.0,3.0,Good,0.0
8466,4020 JUPILLE-SUR-MEUSE,Apartment,183000,1.0,74.0,Installed,0.0,0.0,1.0,8.0,0.0,5.0,74.0,201.0,1.0,Good,0.0
8467,6032 Mont-sur-Marchienne,Apartment,183000,2.0,82.0,Hyper equipped,0.0,0.0,1.0,6.0,0.0,5.0,82.0,201.0,1.0, As new,0.0
8468,2100 Antwerpen,Apartment,183000,2.0,201.0,Installed,0.0,0.0,1.0,4.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
8469,3800 SINT-TRUIDEN,Apartment,183000,2.0,85.0,Semi equipped,0.0,0.0,1.0,4.0,0.0,5.0,85.0,201.0,2.0, To be done up,0.0
8470,8650 Houthulst,Apartment,183000,2.0,87.0,Installed,0.0,0.0,1.0,8.0,0.0,5.0,87.0,201.0,1.0,Good,0.0
8471,9570 Sint-Maria-Lierde,Apartment,183000,2.0,75.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,75.0,201.0,1.0,Good,0.0
8472,4040 Herstal,Apartment,183000,2.0,201.0,Installed,0.0,0.0,1.0,9.0,0.0,5.0,201.0,201.0,1.0, As new,0.0
8473,6140 Fontaine-lEveque,Apartment,183080,2.0,86.0,Hyper equipped,0.0,0.0,1.0,55.0,0.0,5.0,86.0,201.0,1.0, As new,0.0
8474,3670 Oudsbergen,Apartment,183383,1.0,74.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,74.0,201.0,1.0,Good,0.0
8475,3670 Oudsbergen,Apartment,183500,1.0,68.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,68.0,201.0,2.0,Good,0.0
8476,6031 Monceau-sur-Sambre,Apartment,183800,2.0,90.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,90.0,201.0,1.0,Good,0.0
8477,1090 Jette,Apartment,184000,2.0,201.0,Installed,0.0,0.0,1.0,12.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
8478,2275 Lille,Apartment,184000,2.0,79.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,79.0,201.0,3.0,Good,0.0
8479,8420 De Haan,Apartment,184000,2.0,62.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,62.0,201.0,1.0, To be done up,0.0
8480,9900 Eeklo,Apartment,184000,2.0,201.0,Installed,0.0,0.0,1.0,4.0,0.0,5.0,201.0,201.0,3.0, Good,0.0
8481,8400 Oostende,Apartment,184000,2.0,78.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,78.0,201.0,2.0, Good,0.0
8482,7140 Morlanwelz,Apartment,184000,2.0,92.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,92.0,201.0,1.0,Good,0.0
8483,2440 Geel,Apartment,184000,2.0,94.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,94.0,201.0,2.0, To renovate,0.0
8484,6600 Bastogne,Apartment,184000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
8485,5000 Namur,Apartment,184000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
8486,8870 Izegem,Apartment,184121,1.0,201.0,Installed,0.0,0.0,1.0,9.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
8487,8870 Izegem,Apartment,184121,1.0,201.0,Installed,0.0,0.0,1.0,9.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
8488,8870 Izegem,Apartment,184121,1.0,63.0,Installed,0.0,0.0,1.0,9.0,0.0,5.0,63.0,201.0,4.0, Good,0.0
8489,6860 LGLISE,Apartment,184400,2.0,201.0,Installed,0.0,0.0,1.0,13.0,0.0,5.0,201.0,201.0,4.0, Just renovated,0.0
8490,8530 Harelbeke,Apartment,184500,2.0,79.0,Installed,0.0,0.0,1.0,5.0,0.0,5.0,79.0,201.0,1.0, As new,0.0
8491,2170 Antwerpen,Apartment,184500,3.0,201.0,Installed,0.0,0.0,1.0,8.0,0.0,5.0,201.0,201.0,3.0, Good,0.0
8492,2630 Aartselaar,Apartment,184500,2.0,100.0,Semi equipped,0.0,0.0,1.0,1.0,0.0,5.0,100.0,201.0,1.0,Good,0.0
8493,2170 Antwerpen,Apartment,184500,3.0,100.0,Installed,0.0,0.0,1.0,7.0,0.0,5.0,100.0,201.0,3.0, Good,0.0
8494,9150 Kruibeke,Apartment,184500,1.0,201.0,Installed,0.0,0.0,0.0,10.0,1.0,75.0,201.0,201.0,1.0, As new,0.0
8495,1070 Anderlecht,Apartment,184500,2.0,75.0,Semi equipped,0.0,0.0,1.0,152.0,0.0,5.0,75.0,201.0,1.0, Good,0.0
8496,2100 Deurne Antwerpen,Apartment,184500,2.0,77.0,Installed,0.0,0.0,1.0,6.0,0.0,5.0,77.0,201.0,2.0,Good,0.0
8497,6041 Gosselies,Apartment,184500,2.0,201.0,Hyper equipped,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,4.0, As new,0.0
8498,8434 Westende,Apartment,184500,1.0,201.0,Installed,0.0,0.0,1.0,8.0,1.0,11.0,201.0,201.0,1.0,Good,0.0
8499,8550 Zwevegem,Apartment,184699,2.0,90.0,Installed,0.0,0.0,1.0,8.0,0.0,5.0,90.0,201.0,2.0,Good,0.0
8500,8790 Waregem,Apartment,184900,2.0,82.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,82.0,201.0,1.0, As new,0.0
8501,8470 Gistel,Apartment,184900,2.0,109.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,109.0,201.0,2.0, Good,0.0
8502,7700 Mouscron,Apartment,184900,2.0,90.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,90.0,201.0,1.0, As new,0.0
8503,4700 Eupen,Apartment,184950,2.0,201.0,Not installed,0.0,0.0,1.0,3.0,0.0,5.0,201.0,201.0,1.0, As new,0.0
8504,1000 Brussels City,Apartment,185000,1.0,39.0,Installed,1.0,0.0,1.0,3.0,0.0,5.0,39.0,201.0,3.0, Good,0.0
8505,1000 Brussels City,Apartment,185000,1.0,33.0,Installed,1.0,0.0,0.0,10.0,0.0,5.0,33.0,201.0,3.0, Good,0.0
8506,1400 Nivelles,Apartment,185000,2.0,70.0,Hyper equipped,0.0,0.0,1.0,13.0,0.0,5.0,70.0,201.0,4.0, Good,0.0
8507,6700 Arlon,Apartment,185000,1.0,70.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,70.0,201.0,2.0, Good,0.0
8508,1081 Koekelberg,Apartment,185000,1.0,65.0,Semi equipped,0.0,0.0,1.0,2.0,0.0,5.0,65.0,201.0,2.0, Good,0.0
8509,1180 Uccle,Apartment,185000,1.0,45.0,Installed,0.0,0.0,1.0,5.0,0.0,5.0,45.0,201.0,2.0, Good,0.0
8510,6717 Attert,Apartment,185000,2.0,73.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,73.0,201.0,2.0, To be done up,0.0
8511,1370 Jodoigne,Apartment,185000,1.0,55.0,Installed,0.0,0.0,1.0,4.0,0.0,5.0,55.0,201.0,1.0, Good,0.0
8512,1070 Anderlecht,Apartment,185000,1.0,55.0,Semi equipped,0.0,0.0,1.0,10.0,0.0,5.0,55.0,201.0,1.0, Good,0.0
8513,4360 Oreye,Apartment,185000,2.0,72.0,USA semi equipped,0.0,0.0,1.0,9.0,0.0,5.0,72.0,201.0,3.0, As new,0.0
8514,6441 Erpion,Apartment,185000,2.0,65.0,Semi equipped,1.0,0.0,1.0,15.0,1.0,300.0,65.0,201.0,1.0,Good,0.0
8515,9120 kallo,Apartment,185000,2.0,110.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,110.0,201.0,1.0, Good,0.0
8516,1000 BRUXELLES,Apartment,185000,1.0,46.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,46.0,201.0,3.0, To renovate,0.0
8517,4300 Waremme Lantremange,Apartment,185000,2.0,72.0,USA semi equipped,0.0,0.0,1.0,10.0,0.0,5.0,72.0,201.0,3.0, As new,0.0
8518,8400 Oostende,Apartment,185000,2.0,65.0,Hyper equipped,0.0,0.0,0.0,10.0,0.0,5.0,65.0,201.0,1.0, As new,0.0
8519,8000 Brugge,Apartment,185000,1.0,69.0,USA installed,0.0,0.0,0.0,10.0,0.0,5.0,69.0,201.0,1.0, As new,0.0
8520,8370 Blankenberge,Apartment,185000,2.0,100.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,100.0,201.0,1.0, Good,0.0
8521,8370 Blankenberge,Apartment,185000,2.0,100.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,100.0,201.0,1.0, To be done up,0.0
8522,1480 Tubize,Apartment,185000,2.0,75.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,75.0,201.0,3.0, Good,0.0
8523,7110 BOUSSOIT,Apartment,185000,3.0,160.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,160.0,201.0,1.0, Good,0.0
8524,8370 Blankenberge,Apartment,185000,2.0,100.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,100.0,201.0,1.0, To be done up,0.0
